,credit.policy,int.rate,installment,revol.bal,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,education_or_small_business,major_purchase_or_credit_card,demerits
4115,1,0.1284,268.95,11798,1,0,0,1,0,0,1
4116,1,0.1347,50.89,865,0,0,0,0,0,0,0
4117,1,0.1496,297.95,8559,1,0,0,0,0,0,1
4118,1,0.08,109.68,2298,3,0,0,0,0,0,3
4119,1,0.1183,231.94,6955,1,0,0,0,0,0,1
4120,1,0.1253,669.33,33900,1,0,0,0,0,1,1
4121,1,0.0894,317.72,14188,2,0,0,0,0,1,2
4122,1,0.1426,247.01,39236,1,0,0,0,0,0,1
4123,1,0.1148,82.43,8677,2,0,0,0,1,0,2
4124,1,0.1322,162.25,9090,0,0,0,0,0,0,0
4125,1,0.1287,151.35,4726,1,0,0,0,0,1,1
4126,1,0.1287,605.4,3423,0,0,0,0,0,0,0
4127,1,0.0894,201.75,4508,0,0,0,0,0,1,0
4128,1,0.0894,312.95,3760,0,0,0,0,0,0,0
4129,1,0.1739,645.26,145711,0,1,0,0,0,1,1
4130,1,0.1218,163.17,5040,0,0,0,0,0,0,0
4131,1,0.1183,41.42,11339,0,0,0,0,0,0,0
4132,1,0.0894,182.69,4902,0,0,0,0,0,0,0
4133,1,0.1392,652.87,11573,1,0,0,0,0,1,1
4134,1,0.1322,101.41,21085,0,0,0,0,0,1,0
4135,1,0.1253,83.67,7527,0,0,0,0,0,0,0
4136,1,0.1426,34.31,2252,1,0,0,0,0,0,1
4137,1,0.1114,360.84,15085,2,0,0,0,0,1,2
4138,1,0.1392,256.03,3676,0,0,0,1,0,0,0
4139,1,0.1114,393.65,18340,1,0,0,0,0,0,1
4140,1,0.0894,381.26,11012,0,0,0,0,0,0,0
4141,1,0.1392,273.1,9356,2,0,1,0,0,0,3
4142,1,0.1565,160.07,9912,0,0,0,0,0,0,0
4143,1,0.1357,195.32,10417,0,1,0,0,0,0,1
4144,1,0.1183,579.85,209,4,0,0,0,0,0,4
4145,1,0.1322,219.71,4856,0,0,0,0,0,0,0
4146,1,0.1148,659.37,3700,2,0,0,0,0,0,2
4147,1,0.1218,666.0,121159,0,0,0,0,0,1,0
4148,1,0.1114,157.46,14480,0,0,0,0,0,1,0
4149,1,0.0774,202.93,7689,0,0,0,0,0,1,0
4150,1,0.1322,365.05,31861,1,0,0,0,0,1,1
4151,1,0.1287,269.07,3045,0,0,0,0,0,0,0
4152,1,0.0894,362.2,6057,1,0,0,0,0,0,1
4153,1,0.1287,232.07,903,1,0,0,0,0,0,1
4154,1,0.1253,73.63,15225,0,1,0,0,0,0,1
4155,1,0.0894,317.72,10041,2,0,0,0,0,1,2
4156,1,0.0859,189.67,19397,1,0,0,0,0,0,1
4157,1,0.1426,514.59,22918,1,0,0,0,0,0,1
4158,1,0.1148,494.53,14125,1,0,0,0,0,0,1
4159,1,0.0859,221.28,13253,1,0,0,0,0,0,1
4160,1,0.1322,676.02,144165,0,0,0,0,0,1,0
4161,1,0.0894,114.38,48538,1,0,0,0,0,1,1
4162,1,0.167,177.51,5082,0,0,0,0,1,0,0
4163,1,0.0859,252.89,26120,1,0,0,0,0,0,1
4164,1,0.1253,80.32,16022,0,0,0,0,0,0,0
4165,1,0.1392,102.42,4339,3,0,0,0,0,0,3
4166,1,0.1183,530.15,9562,2,0,0,0,0,0,2
4167,1,0.1148,362.66,11534,1,0,0,0,0,0,1
4168,1,0.1253,112.95,15813,0,0,0,0,0,0,0
4169,1,0.0774,312.19,4200,1,0,0,0,0,0,1
4170,1,0.1496,277.16,6908,0,0,0,0,0,0,0
4171,1,0.1114,423.17,12419,0,0,0,0,0,0,0
4172,1,0.1148,494.53,15757,0,0,0,0,0,0,0
4173,1,0.0774,156.1,11602,2,0,0,0,0,0,2
4174,1,0.1183,662.68,1470,0,0,0,0,0,0,0
4175,1,0.0859,284.5,2563,0,0,0,0,0,1,0
4176,1,0.1218,399.6,17176,2,0,0,0,0,0,2
4177,1,0.1461,689.51,32954,0,0,0,0,0,1,0
4178,1,0.1287,437.24,1783,2,0,0,0,0,0,2
4179,1,0.0774,287.22,4600,0,0,0,0,0,0,0
4180,1,0.1148,626.41,29658,1,0,0,0,0,1,1
4181,1,0.0859,158.06,2870,0,0,0,0,0,0,0
4182,1,0.1531,626.68,35712,3,0,0,0,1,0,3
4183,1,0.0774,312.19,9109,1,0,0,0,0,0,1
4184,1,0.1287,94.18,2391,1,0,0,1,0,0,1
4185,1,0.1322,162.25,2523,0,0,0,0,1,0,0
4186,1,0.0774,234.14,1147,1,0,0,0,0,0,1
4187,1,0.0774,218.54,4139,0,0,0,0,0,0,0
4188,1,0.1287,201.8,10134,1,0,0,0,0,0,1
4189,1,0.0859,316.11,11140,0,0,0,0,0,1,0
4190,1,0.1218,666.0,26359,1,0,0,0,0,0,1
4191,1,0.16,492.21,12944,3,0,0,0,0,0,3
4192,1,0.0859,151.73,3333,1,0,0,0,0,0,1
4193,1,0.0859,158.06,8914,1,0,0,0,0,1,1
4194,1,0.1253,160.64,1725,1,2,0,0,0,1,3
4195,1,0.1316,261.72,4034,0,0,0,0,0,1,0
4196,1,0.1392,682.74,27584,1,0,0,0,0,1,1
4197,1,0.1357,33.97,4352,1,0,0,1,0,0,1
4198,1,0.16,703.15,15018,2,0,0,0,1,0,2
4199,1,0.0774,140.49,7204,0,0,0,0,0,0,0
4200,1,0.1531,522.23,10872,0,0,0,0,0,0,0
4201,1,0.1531,696.31,21881,2,0,0,0,0,0,2
4202,1,0.1357,407.63,28843,1,0,0,0,0,0,1
4203,1,0.1218,166.5,22457,0,0,0,0,0,0,0
4204,1,0.0774,93.66,4347,0,0,0,0,0,0,0
4205,1,0.1704,713.49,6939,3,0,0,0,1,0,3
4206,1,0.1253,133.87,1390,1,0,0,0,0,0,1
4207,1,0.1148,115.39,4336,1,0,0,0,0,1,1
4208,1,0.1183,662.68,25818,0,0,0,0,0,0,0
4209,1,0.1114,65.61,11817,0,0,0,0,1,0,0
4210,1,0.1322,87.89,47,3,1,0,0,0,1,4
4211,1,0.1183,99.41,11900,0,0,0,0,0,0,0
4212,1,0.1739,143.39,24666,0,0,0,0,0,0,0
4213,1,0.1357,366.86,12207,1,0,0,0,0,0,1
4214,1,0.1183,132.54,0,0,0,0,0,0,0,0
4215,1,0.1392,177.52,6194,0,0,0,0,0,0,0
4216,1,0.0859,316.11,229,0,0,0,0,1,0,0
4217,1,0.1148,395.63,21528,1,0,0,0,0,1,1
4218,1,0.1357,407.63,8718,0,0,0,0,0,0,0
4219,1,0.1114,262.43,2970,0,0,0,0,0,0,0
4220,1,0.1253,33.47,17080,0,2,0,0,0,1,2
4221,1,0.1148,247.27,7341,0,0,0,0,0,0,0
4222,1,0.1183,298.21,9237,1,0,0,0,0,1,1
4223,1,0.1565,227.41,1542,1,0,0,1,0,0,1
4224,1,0.1496,242.52,8018,1,0,0,0,0,1,1
4225,1,0.1114,492.06,17312,2,0,0,0,0,0,2
4226,1,0.1496,692.9,21076,1,0,0,0,1,0,1
4227,1,0.1392,682.74,18367,1,0,0,0,0,0,1
4228,1,0.1218,399.6,34730,0,0,0,0,0,0,0
4229,1,0.1114,164.02,6577,2,0,0,0,0,0,2
4230,1,0.1392,358.44,9551,0,0,0,1,1,0,0
4231,1,0.1426,480.29,48306,0,0,0,1,0,0,0
4232,1,0.1114,328.04,33186,3,0,0,0,0,1,3
4233,1,0.1253,167.34,2365,0,0,0,0,0,0,0
4234,1,0.0894,397.15,10687,0,0,0,0,0,0,0
4235,1,0.0894,317.72,31607,3,0,0,0,0,0,3
4236,1,0.1531,530.94,6563,1,0,0,0,1,0,1
4237,1,0.0894,444.81,8447,0,0,0,0,0,1,0
4238,1,0.0859,410.94,13368,2,0,0,0,0,1,2
4239,1,0.0859,395.13,5068,3,0,0,0,0,0,3
4240,1,0.1253,348.05,2045,3,0,0,0,0,0,3
4241,1,0.1183,424.12,31280,1,0,0,0,0,0,1
4242,1,0.0774,237.27,6616,1,0,0,0,0,1,1
4243,1,0.1322,676.02,32422,1,0,0,0,0,0,1
4244,1,0.0859,173.86,39,0,0,0,0,0,0,0
4245,1,0.0859,316.11,16,3,0,0,0,0,1,3
4246,1,0.1287,622.22,25063,0,0,0,0,0,0,0
4247,1,0.0774,156.1,2629,2,0,0,0,0,1,2
4248,1,0.0859,63.23,26702,0,0,0,0,0,0,0
4249,1,0.1287,336.34,32268,3,0,0,0,0,0,3
4250,1,0.1253,411.64,14537,0,0,0,0,0,0,0
4251,1,0.1218,499.5,9184,0,0,0,0,0,0,0
4252,1,0.1635,229.64,6467,3,0,0,0,0,0,3
4253,1,0.1496,34.65,3150,0,0,0,0,0,1,0
4254,1,0.1148,652.78,4110,0,0,0,0,0,0,0
4255,1,0.1322,676.02,25299,2,0,0,0,0,0,2
4256,1,0.0774,312.19,4650,0,0,0,0,0,0,0
4257,1,0.1183,662.68,32556,0,0,0,0,0,1,0
4258,1,0.1253,200.8,19058,0,0,0,0,0,0,0
4259,1,0.1183,662.68,24839,0,0,0,0,0,1,0
4260,1,0.1357,271.75,8180,1,0,0,0,0,1,1
4261,1,0.1531,409.08,32470,3,0,0,0,0,0,3
4262,1,0.0894,508.35,78059,0,0,0,0,0,1,0
4263,1,0.1183,497.01,16566,0,0,0,0,0,1,0
4264,1,0.16,105.48,2196,0,0,0,1,0,0,0
4265,1,0.0774,218.54,7125,1,0,0,0,0,0,1
4266,1,0.1218,290.55,5830,0,0,0,0,0,0,0
4267,1,0.1461,689.51,31076,0,0,0,0,0,0,0
4268,1,0.1148,659.37,26967,0,0,0,0,0,0,0
4269,1,0.0859,113.8,3376,0,2,0,0,0,0,2
4270,1,0.1461,172.38,521,0,1,0,1,0,0,1
4271,1,0.1426,54.89,1587,2,0,0,0,0,0,2
4272,1,0.1148,138.47,4351,0,0,0,0,0,0,0
4273,1,0.1392,160.45,2960,0,0,1,0,0,0,1
4274,1,0.1392,211.65,665,3,0,0,0,1,0,3
4275,1,0.0774,218.54,205,3,0,0,0,0,1,3
4276,1,0.0894,381.26,23270,1,0,0,0,0,1,1
4277,1,0.1531,226.3,17512,0,0,0,0,0,0,0
4278,1,0.1253,502.0,9,0,0,0,0,0,0,0
4279,1,0.1218,499.5,6321,4,0,0,1,0,0,4
4280,1,0.074,86.97,2146,0,0,0,0,0,0,0
4281,1,0.1218,499.5,32207,3,0,0,0,0,0,3
4282,1,0.1322,338.01,0,0,0,0,0,0,0,0
4283,1,0.1704,713.49,21048,0,0,0,1,1,0,0
4284,1,0.1426,229.85,6007,0,1,0,0,0,0,1
4285,1,0.1357,169.85,0,0,1,0,0,0,0,1
4286,1,0.1253,522.08,5760,0,0,0,1,0,0,0
4287,1,0.16,467.6,11086,0,0,0,0,0,1,0
4288,1,0.1392,682.74,26379,0,0,0,0,0,0,0
4289,1,0.1253,167.34,6361,0,0,0,0,0,0,0
4290,1,0.1253,401.6,4358,2,0,0,0,0,0,2
4291,1,0.0774,191.22,5583,1,0,0,0,0,0,1
4292,1,0.1148,659.37,18068,1,0,0,0,0,0,1
4293,1,0.1253,669.33,2757,4,0,0,1,0,0,4
4294,1,0.0894,190.63,7056,4,0,0,0,0,0,4
4295,1,0.1114,164.02,135,0,0,0,0,1,0,0
4296,1,0.1183,231.94,14425,1,0,0,0,0,0,1
4297,1,0.0894,317.72,1341,3,0,0,1,0,0,3
4298,1,0.167,619.5,24971,1,0,0,0,0,0,1
4299,1,0.1114,295.24,23255,3,0,0,0,0,0,3
4300,1,0.1148,395.63,15684,2,0,0,0,0,1,2
4301,1,0.1565,524.8,17057,1,0,0,0,0,0,1
4302,1,0.1422,219.42,899,1,0,0,1,0,0,1
4303,1,0.1426,543.75,16643,3,0,0,0,0,0,3
4304,1,0.0894,317.72,7107,2,0,0,0,0,0,2
4305,1,0.1218,399.6,10117,2,0,0,0,0,0,2
4306,1,0.1148,337.93,7268,1,0,0,1,0,0,1
4307,1,0.16,351.58,15735,1,1,0,0,0,0,2
4308,1,0.16,140.63,1478,1,0,0,0,0,0,1
4309,1,0.1843,363.7,12337,0,0,0,0,0,0,0
4310,1,0.0894,333.61,3257,1,0,0,0,0,0,1
4311,1,0.1148,329.69,12443,3,0,1,0,0,1,4
4312,1,0.1461,689.51,25920,0,2,0,0,0,0,2
4313,1,0.1148,118.69,3475,2,0,0,0,1,0,2
4314,1,0.1496,519.68,2079,2,0,0,0,0,1,2
4315,1,0.1322,676.02,63861,0,0,0,1,0,0,0
4316,1,0.1739,716.95,589,0,0,0,0,1,0,0
4317,1,0.0894,381.26,22949,0,0,0,0,0,0,0
4318,1,0.0894,381.26,1,0,0,0,0,0,0,0
4319,1,0.1183,662.68,43878,3,0,0,1,0,1,3
4320,1,0.1426,411.67,16958,0,0,0,0,0,0,0
4321,1,0.1461,189.62,7841,1,0,0,0,0,0,1
4322,1,0.0894,127.09,8782,4,0,0,1,0,0,4
4323,1,0.1114,160.74,10378,1,0,0,0,0,1,1
4324,1,0.0774,124.88,866,1,0,0,0,0,0,1
4325,1,0.0894,317.72,39304,0,0,0,0,0,1,0
4326,1,0.1148,659.37,24123,1,0,0,0,0,0,1
4327,1,0.1392,143.38,4483,1,0,0,0,0,0,1
4328,1,0.1704,89.19,0,0,1,0,0,1,0,1
4329,1,0.1322,67.61,598,2,0,0,0,1,0,2
4330,1,0.0859,309.78,10216,0,0,0,0,0,1,0
4331,1,0.1218,249.75,7431,1,0,0,0,0,1,1
4332,1,0.1704,713.49,23595,2,0,0,0,0,1,2
4333,1,0.0859,442.55,15647,2,0,0,0,0,0,2
4334,1,0.1287,588.59,10488,2,0,0,0,0,1,2
4335,1,0.0774,234.14,9800,0,0,0,0,0,1,0
4336,1,0.0859,94.84,7074,0,0,0,0,0,0,0
4337,1,0.1218,283.05,58907,0,1,0,0,0,0,1
4338,1,0.1183,132.54,8459,0,1,0,0,0,1,1
4339,1,0.1253,200.8,7333,0,1,0,0,0,1,1
4340,1,0.1183,662.68,22872,0,0,0,0,0,1,0
4341,1,0.1148,659.37,1719,2,0,0,0,0,0,2
4342,1,0.1114,623.27,3526,0,0,0,0,0,0,0
4343,1,0.0774,249.75,4071,1,0,0,0,0,0,1
4344,1,0.1392,648.61,7541,2,0,0,0,0,0,2
4345,1,0.1704,249.72,5035,1,1,0,1,1,0,2
4346,1,0.1357,679.37,46881,1,0,0,0,0,0,1
4347,1,0.1183,430.75,3495,0,0,0,0,0,0,0
4348,1,0.0894,111.21,2697,1,0,0,0,0,0,1
4349,1,0.1322,676.02,67342,0,0,0,0,0,0,0
4350,1,0.1496,207.87,2998,0,0,0,1,0,1,0
4351,1,0.1148,494.53,10818,0,0,0,0,0,0,0
4352,1,0.0894,460.69,5564,0,0,0,0,0,0,0
4353,1,0.1357,169.85,6283,3,0,0,0,0,0,3
4354,1,0.1114,262.43,36269,1,1,0,0,0,1,2
4355,1,0.1148,435.19,36646,0,0,0,0,0,1,0
4356,1,0.1148,164.85,29097,1,0,0,0,0,0,1
4357,1,0.1704,214.05,8599,0,0,0,0,1,0,0
4358,1,0.1253,481.92,16916,0,0,0,0,0,0,0
4359,1,0.1496,242.52,6699,1,2,0,0,1,0,3
4360,1,0.1114,472.38,8799,2,1,0,0,0,0,3
4361,1,0.1531,278.53,6637,0,0,0,0,0,0,0
4362,1,0.0859,110.64,17929,2,0,0,0,0,0,2
4363,1,0.1114,65.61,22624,0,1,0,0,0,0,1
4364,1,0.1426,343.06,876,1,0,0,0,0,0,1
4365,1,0.1461,344.76,10544,1,2,0,0,0,0,3
4366,1,0.1183,149.11,4624,0,0,0,0,0,1,0
4367,1,0.1253,83.67,22107,3,0,0,0,0,0,3
4368,1,0.0859,189.67,10275,0,0,0,0,0,0,0
4369,1,0.1287,302.7,22002,3,0,0,0,0,1,3
4370,1,0.0774,218.54,0,0,0,0,0,0,0,0
4371,1,0.1322,304.21,19262,1,1,0,0,0,0,2
4372,1,0.1913,220.33,7843,1,0,0,0,0,0,1
4373,1,0.1148,494.53,50282,0,0,0,0,0,0,0
4374,1,0.0894,270.06,9304,2,0,0,0,0,0,2
4375,1,0.1322,84.51,18373,0,0,0,0,1,0,0
4376,1,0.1183,397.61,11107,4,0,0,0,0,0,4
4377,1,0.1635,628.86,20300,1,0,0,0,0,0,1
4378,1,0.1148,290.13,13884,0,0,0,0,0,0,0
4379,1,0.1704,713.49,51497,2,0,1,0,0,1,3
4380,1,0.1218,333.0,30932,4,0,0,0,0,0,4
4381,1,0.1461,51.72,3820,2,1,0,0,0,0,3
4382,1,0.1392,54.62,40106,0,0,0,0,0,1,0
4383,1,0.1461,689.51,1,2,0,0,0,0,1,2
4384,1,0.0859,221.28,7136,2,0,0,0,0,0,2
4385,1,0.1287,322.88,49128,1,1,0,0,0,0,2
4386,1,0.0859,214.16,1890,0,0,0,0,0,0,0
4387,1,0.1253,133.87,3888,0,0,0,0,0,0,0
4388,1,0.0894,317.72,27400,1,0,0,0,0,0,1
4389,1,0.0774,312.19,15520,0,0,0,0,0,0,0
4390,1,0.1426,686.12,11035,2,1,0,0,0,0,3
4391,1,0.1392,273.1,2195,2,0,0,1,1,0,2
4392,1,0.167,710.03,39926,0,0,0,0,0,0,0
4393,1,0.0894,76.26,8043,0,0,0,0,0,0,0
4394,1,0.1322,169.01,1536,1,0,0,0,0,0,1
4395,1,0.1148,150.84,10934,0,0,0,0,0,1,0
4396,1,0.1426,343.06,63567,3,0,0,0,1,0,3
4397,1,0.1635,158.99,2453,1,1,0,0,0,0,2
4398,1,0.074,186.36,63621,0,0,0,0,0,1,0
4399,1,0.1183,662.68,23727,0,0,0,0,0,0,0
4400,1,0.0894,381.26,7141,0,0,0,0,0,0,0
4401,1,0.0859,316.11,10045,1,0,0,0,0,1,1
4402,1,0.1253,441.76,10683,1,0,0,0,0,0,1
4403,1,0.1253,401.6,14855,1,0,0,1,0,0,1
4404,1,0.1287,538.14,15499,0,0,0,0,0,0,0
4405,1,0.0894,285.95,59968,1,0,0,0,0,0,1
4406,1,0.1183,530.15,16849,2,0,0,0,0,0,2
4407,1,0.1357,679.37,0,6,0,0,0,0,0,6
4408,1,0.1183,198.81,0,3,0,0,0,0,0,3
4409,1,0.0774,62.44,0,3,0,0,0,0,0,3
4410,1,0.0774,308.29,9040,0,0,0,0,0,1,0
4411,1,0.1183,119.29,25998,1,0,0,0,0,0,1
4412,1,0.0894,349.49,2140,0,1,0,0,0,0,1
4413,1,0.1531,233.27,4200,1,0,0,0,0,0,1
4414,1,0.1426,686.12,30497,0,0,1,1,0,0,1
4415,1,0.1461,260.29,10948,0,0,0,0,0,0,0
4416,1,0.1218,166.5,1461,1,1,1,0,0,0,3
4417,1,0.1114,393.65,0,0,0,0,0,0,0,0
4418,1,0.0859,189.67,10813,2,0,0,0,0,0,2
4419,1,0.1635,706.59,12129,0,0,0,0,0,0,0
4420,1,0.1392,163.86,4645,2,0,0,0,0,1,2
4421,1,0.1322,338.01,5082,0,0,0,0,0,1,0
4422,1,0.0894,330.43,24416,0,0,0,0,0,1,0
4423,1,0.1114,164.02,2350,1,0,0,0,1,0,1
4424,1,0.1114,328.04,9027,1,0,0,0,0,1,1
4425,1,0.0894,311.37,8922,1,0,0,0,0,0,1
4426,1,0.0894,266.89,7883,0,0,0,0,0,0,0
4427,1,0.1114,368.22,13243,2,0,0,0,0,0,2
4428,1,0.0859,347.72,12706,0,0,0,0,0,1,0
4429,1,0.1148,131.88,2529,1,0,0,0,0,0,1
4430,1,0.1114,82.01,1882,0,0,0,0,0,1,0
4431,1,0.16,527.36,16430,2,0,0,0,0,0,2
4432,1,0.1148,659.37,14818,0,0,0,0,0,0,0
4433,1,0.1183,424.12,13608,3,0,0,0,0,0,3
4434,1,0.0894,170.78,74809,0,0,0,0,0,1,0
4435,1,0.1218,199.8,8978,2,0,0,0,0,1,2
4436,1,0.1635,565.27,17199,1,0,0,0,0,0,1
4437,1,0.1218,49.95,7994,0,0,0,1,0,0,0
4438,1,0.1635,367.43,13373,1,0,0,0,0,0,1
4439,1,0.1392,170.69,38436,0,0,0,1,0,0,0
4440,1,0.0859,205.47,1653,1,0,0,0,0,0,1
4441,1,0.1843,188.22,16177,2,0,0,0,1,0,2
4442,1,0.0859,110.64,11717,2,0,0,1,1,0,2
4443,1,0.1704,356.75,15575,0,0,0,0,0,1,0
4444,1,0.1461,689.51,68723,2,0,0,0,0,0,2
4445,1,0.1357,366.86,5911,1,0,0,1,0,0,1
4446,1,0.0774,156.1,33215,2,0,0,0,0,1,2
4447,1,0.1253,301.2,11786,0,0,0,0,0,0,0
4448,1,0.1426,41.17,16653,2,0,0,0,0,0,2
4449,1,0.1426,411.67,4611,1,1,0,0,0,0,2
4450,1,0.1357,509.53,6724,0,0,0,0,0,0,0
4451,1,0.1183,106.03,16948,0,0,0,0,0,1,0
4452,1,0.074,93.18,3771,0,0,0,0,0,0,0
4453,1,0.0894,47.66,1649,0,0,0,0,0,1,0
4454,1,0.074,62.12,31305,1,0,0,0,0,0,1
4455,1,0.0894,285.95,2695,1,0,0,0,0,0,1
4456,1,0.1114,246.03,2639,2,0,0,0,0,0,2
4457,1,0.1322,546.73,12247,1,0,0,0,0,0,1
4458,1,0.1322,270.41,2135,2,0,0,0,0,0,2
4459,1,0.0859,145.41,4429,1,0,0,0,0,0,1
4460,1,0.1843,545.55,479,1,3,0,0,1,0,4
4461,1,0.1322,676.02,991,1,0,0,0,0,0,1
4462,1,0.0894,305.01,47474,0,0,0,1,0,0,0
4463,1,0.1183,165.67,56128,0,0,0,0,0,0,0
4464,1,0.0894,476.58,13316,1,0,0,0,0,0,1
4465,1,0.1183,33.14,8035,3,0,0,0,0,0,3
4466,1,0.1253,401.6,15074,0,0,0,0,0,0,0
4467,1,0.1287,437.24,49,2,0,0,0,0,0,2
4468,1,0.0774,93.66,32380,2,0,0,0,0,0,2
4469,1,0.1183,662.68,15968,4,0,0,0,0,0,4
4470,1,0.1183,497.01,23474,1,0,0,0,0,1,1
4471,1,0.0894,317.72,1176,0,0,0,0,0,0,0
4472,1,0.1253,669.33,20708,0,0,0,0,0,0,0
4473,1,0.074,68.33,441,2,0,0,0,0,0,2
4474,1,0.1357,271.75,55045,0,1,0,0,0,0,1
4475,1,0.1426,68.62,3759,0,1,0,0,0,0,1
4476,1,0.16,123.06,5869,0,0,0,0,0,0,0
4477,1,0.1183,662.68,12870,4,0,0,0,0,1,4
4478,1,0.0859,126.45,1733,1,0,0,0,0,0,1
4479,1,0.1913,73.45,11132,1,1,0,1,1,0,2
4480,1,0.0894,317.72,12377,3,0,0,0,0,0,3
4481,1,0.0894,508.35,78633,1,0,0,0,0,0,1
4482,1,0.0859,158.06,8101,2,0,0,0,0,0,2
4483,1,0.1114,216.51,8164,2,0,0,0,0,0,2
4484,1,0.0894,428.13,33660,0,0,0,0,0,0,0
4485,1,0.1322,507.01,14956,2,0,0,0,0,0,2
4486,1,0.1392,682.74,17250,2,1,0,0,0,0,3
4487,1,0.1496,207.87,1824,0,2,0,0,0,0,2
4488,1,0.1148,296.72,14576,0,0,0,0,0,1,0
4489,1,0.0894,381.26,498,0,0,0,0,0,0,0
4490,1,0.1392,273.1,16410,0,1,1,0,0,0,2
4491,1,0.1114,262.43,954,4,0,0,1,0,1,4
4492,1,0.1322,108.17,7479,2,0,0,0,0,0,2
4493,1,0.0859,151.73,115,2,0,0,0,0,0,2
4494,1,0.1357,203.82,902,1,0,0,0,0,0,1
4495,1,0.0859,316.11,11185,1,0,0,0,0,0,1
4496,1,0.1496,110.87,6552,1,1,0,0,0,0,2
4497,1,0.1426,130.37,8413,3,0,0,0,0,1,3
4498,1,0.0894,444.81,946,1,0,0,0,0,0,1
4499,1,0.1218,166.5,5740,0,0,0,0,0,0,0
4500,1,0.1322,135.21,1503,0,0,0,0,1,0,0
4501,1,0.1253,669.33,35173,0,0,0,0,0,0,0
4502,1,0.1635,559.97,14958,0,0,0,1,0,0,0
4503,1,0.0859,158.06,5267,0,0,0,0,0,0,0
4504,1,0.0894,403.5,21908,3,0,0,0,0,0,3
4505,1,0.1218,249.75,2370,2,0,0,0,0,0,2
4506,1,0.1426,411.67,8394,2,0,0,0,0,0,2
4507,1,0.1426,144.09,1506,0,3,0,1,0,0,3
4508,1,0.0894,190.63,7198,0,0,0,1,1,0,0
4509,1,0.1461,413.71,125,2,0,0,0,1,0,2
4510,1,0.16,351.58,9729,0,0,0,0,0,0,0
4511,1,0.0894,95.32,14040,0,0,0,0,0,0,0
4512,1,0.1496,86.62,19487,3,1,0,0,0,0,4
4513,1,0.1287,201.8,9640,0,0,1,0,0,0,1
4514,1,0.074,74.55,151,0,0,0,0,0,0,0
4515,1,0.1635,353.3,35873,3,0,0,0,1,0,3
4516,1,0.1496,97.01,33167,0,0,0,0,1,0,0
4517,1,0.1357,339.69,9063,1,3,0,0,0,0,4
4518,1,0.074,31.06,8542,0,0,0,0,0,0,0
4519,1,0.0774,31.22,3292,1,0,0,0,1,0,1
4520,1,0.1287,168.17,4009,0,0,0,0,0,0,0
4521,1,0.1843,290.96,298,0,0,1,1,0,0,1
4522,1,0.1253,100.4,16183,0,2,0,0,0,0,2
4523,1,0.1774,164.8,0,1,0,0,0,1,0,1
4524,1,0.1114,393.65,21312,0,0,0,1,0,1,0
4525,1,0.1322,67.61,1083,3,0,0,0,0,0,3
4526,1,0.1392,257.74,24604,0,0,0,0,0,0,0
4527,1,0.1253,669.33,18996,1,0,0,0,0,0,1
4528,1,0.1461,330.97,10565,0,0,0,0,0,0,0
4529,1,0.0894,190.63,19298,2,0,0,0,0,0,2
4530,1,0.1774,720.42,50307,0,0,0,0,0,1,0
4531,1,0.1253,401.6,13107,0,0,0,0,0,0,0
4532,1,0.1218,666.0,16947,1,0,0,0,0,0,1
4533,1,0.0894,381.26,13819,0,0,0,0,0,0,0
4534,1,0.0705,46.35,18830,0,0,0,0,0,1,0
4535,1,0.0774,156.1,1757,1,0,0,0,0,0,1
4536,1,0.167,532.53,3146,2,0,0,0,1,0,2
4537,1,0.1183,662.68,11518,3,0,0,0,0,0,3
4538,1,0.0859,316.11,6999,1,0,0,0,0,0,1
4539,1,0.1183,115.97,2979,1,1,0,0,0,0,2
4540,1,0.0894,352.67,46429,0,0,0,0,0,0,0
4541,1,0.1322,324.49,1664,1,0,0,0,0,0,1
4542,1,0.1114,472.38,28541,0,0,0,0,0,0,0
4543,1,0.074,201.89,6954,0,0,0,0,0,0,0
4544,1,0.074,31.06,11108,0,0,0,0,0,0,0
4545,1,0.0894,190.63,22323,0,0,0,0,0,0,0
4546,1,0.0774,99.9,12719,1,0,0,0,0,0,1
4547,1,0.1322,101.41,2351,1,0,0,0,0,0,1
4548,1,0.1357,679.37,28296,1,0,0,0,0,0,1
4549,1,0.0859,72.71,1868,1,0,0,0,0,1,1
4550,1,0.0894,158.86,3657,0,0,0,0,0,0,0
4551,1,0.1531,696.31,59980,0,0,0,0,0,0,0
4552,1,0.1287,504.5,12152,2,0,1,0,0,0,3
4553,1,0.1218,266.4,5820,0,0,0,0,0,0,0
4554,1,0.1322,169.01,5881,3,0,1,0,0,0,4
4555,1,0.0859,227.6,600,1,0,0,0,0,0,1
4556,1,0.0894,190.63,20873,2,0,0,1,0,1,2
4557,1,0.1322,608.42,33756,0,0,0,0,0,1,0
4558,1,0.0774,52.3,2927,0,0,0,0,0,1,0
4559,1,0.1287,174.9,2564,3,0,0,0,0,0,3
4560,1,0.1322,255.2,13847,0,0,0,1,0,0,0
4561,1,0.0894,317.72,1947,2,1,0,0,0,0,3
4562,1,0.0774,280.97,5689,0,0,0,0,0,0,0
4563,1,0.1183,530.15,10740,4,0,0,0,0,0,4
4564,1,0.0774,78.05,967,1,0,0,0,0,0,1
4565,1,0.1148,72.54,1959,0,0,0,0,0,0,0
